2.893766666666666709e-01,0.000000000000000000e+00,1.472233333333333449e-01,1.508766666666666867e-01,2.079366666666666585e-01,1.111100000000000004e-01,1.436533333333333273e-01
9.523999999999999133e-02,0.000000000000000000e+00,9.389000000000001511e-02,2.008766666666666756e-01,2.396833333333333316e-01,2.222200000000000009e-01,2.238099999999999812e-01
1.923066666666666535e-01,0.000000000000000000e+00,3.633333333333333415e-01,1.508766666666666589e-01,2.238099999999999812e-01,2.592566666666666908e-01,2.880933333333333679e-01
0.000000000000000000e+00,0.000000000000000000e+00,9.388999999999998736e-02,8.421000000000000707e-02,8.016000000000000902e-02,0.000000000000000000e+00,8.016000000000000902e-02
1.904766666666666552e-01,0.000000000000000000e+00,1.205566666666666592e-01,1.675433333333333497e-01,1.436499999999999999e-01,1.481466666666666765e-01,1.595266666666666777e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.190499999999999892e-01,0.000000000000000000e+00,2.666666666666666838e-02,3.333333333333333287e-02,4.762000000000000260e-02,7.407333333333333825e-02,6.349333333333333218e-02
1.685000000000000109e-01,0.000000000000000000e+00,9.388999999999998736e-02,2.008766666666666756e-01,2.238099999999999812e-01,1.111100000000000004e-01,2.079366666666666585e-01
7.142999999999999350e-02,0.000000000000000000e+00,2.155566666666667019e-01,1.675433333333333497e-01,1.603200000000000180e-01,7.407333333333333825e-02,2.404766666666666719e-01
1.190499999999999892e-01,0.000000000000000000e+00,5.333333333333333676e-02,1.499999999999999944e-01,6.349333333333333218e-02,7.407333333333333825e-02,7.936666666666665482e-02
1.190499999999999892e-01,0.000000000000000000e+00,1.872233333333333249e-01,1.675433333333333497e-01,1.920666666666666911e-01,1.111100000000000004e-01,1.595266666666666777e-01
9.523999999999999133e-02,0.000000000000000000e+00,1.483333333333333448e-01,1.166666666666666546e-01,3.174666666666666609e-02,0.000000000000000000e+00,1.277800000000000047e-01
1.190499999999999892e-01,0.000000000000000000e+00,1.344433333333333314e-01,1.342100000000000237e-01,1.761933333333333407e-01,0.000000000000000000e+00,2.722200000000000175e-01
1.208799999999999875e-01,0.000000000000000000e+00,1.072233333333333372e-01,1.675433333333333497e-01,1.761933333333333407e-01,0.000000000000000000e+00,1.920666666666666911e-01
1.428566666666666596e-01,0.000000000000000000e+00,1.211100000000000093e-01,2.008766666666666756e-01,1.912700000000000233e-01,1.111100000000000004e-01,2.079366666666666585e-01
7.142999999999999350e-02,0.000000000000000000e+00,6.666666666666666574e-02,9.999999999999999167e-02,1.119066666666666543e-01,7.407333333333333825e-02,6.349333333333333218e-02
4.761999999999999567e-02,0.000000000000000000e+00,2.666666666666666838e-02,9.999999999999999167e-02,9.523999999999999133e-02,7.407333333333333825e-02,3.174666666666666609e-02
